,movie_title,director_name,imdb_score
1543,Scrooged ,Richard Donner,7.0
2226,The World's End ,Edgar Wright,7.0
21,The Amazing Spider-Man ,Marc Webb,7.0
3163,Big Eyes ,Tim Burton,7.0
29,Jurassic World ,Colin Trevorrow,7.0
3994,Harper ,Jack Smight,7.0
3159,End of the Spear ,Jim Hanon,7.0
2299,Sweet Charity ,Bob Fosse,7.0
4272,Alexander's Ragtime Band ,Henry King,7.0
4277,Harsh Times ,David Ayer,7.0
3155,My Week with Marilyn ,Simon Curtis,7.0
720,The Prince of Egypt ,Brenda Chapman,7.0
1149,Unleashed ,Louis Leterrier,7.0
2316,A Most Violent Year ,J.C. Chandor,7.0
5013,Manito ,Eric Eason,7.0
2318,Flash of Genius ,Marc Abraham,7.0
2319,I'm Not There. ,Todd Haynes,7.0
2159,Wayne's World ,Penelope Spheeris,7.0
1602,The SpongeBob SquarePants Movie ,Stephen Hillenburg,7.0
80,Iron Man 2 ,Jon Favreau,7.0
1653,The Cabin in the Woods ,Drew Goddard,7.0
4405,Kids ,Larry Clark,7.0
130,Thor ,Kenneth Branagh,7.0
82,Maleficent ,Robert Stromberg,7.0
3281,Thunderball ,Terence Young,7.0
3611,Pollock ,Ed Harris,7.0
3781,Kill the Messenger ,Michael Cuesta,7.0
3782,Rabbit Hole ,John Cameron Mitchell,7.0
752,ParaNorman ,Chris Butler,7.0
2448,The Last Station ,Michael Hoffman,7.0
1839,Ever After: A Cinderella Story ,Andy Tennant,7.0
1838,Pineapple Express ,David Gordon Green,7.0
1371,Burn After Reading ,Ethan Coen,7.0
3778,Zero Effect ,Jake Kasdan,7.0
1204,Julie & Julia ,Nora Ephron,7.0
905,Black Mass ,Scott Cooper,7.0
3291,The Contender ,Rod Lurie,7.0
3292,Boiler Room ,Ben Younger,7.0
1796,Knocked Up ,Judd Apatow,7.0
1054,Out of Sight ,Steven Soderbergh,7.0
4192,Jesus' Son ,Alison Maclean,7.0
3300,Igby Goes Down ,Burr Steers,7.0
4895,Mad Max ,George Miller,7.0
3308,Velvet Goldmine ,Todd Haynes,7.0
4018,Time to Choose ,Charles Ferguson,7.0
4926,Another Earth ,Mike Cahill,7.0
4631,Trance ,Danny Boyle,7.0
4929,Perfect Cowboy ,Ken Roht,7.0
611,Seven Years in Tibet ,Jean-Jacques Annaud,7.0
4962,The Lost Skeleton of Cadavra ,Larry Blamire,7.0
1177,8 Mile ,Curtis Hanson,7.0
4959,Hollywood Shuffle ,Robert Townsend,7.0
3631,The Wackness ,Jonathan Levine,7.0
4369,Hang 'Em High ,Ted Post,7.0
2403,Austin Powers: International Man of Mystery ,Jay Roach,7.0
4950,A Dog's Breakfast ,David Hewlett,7.0
4949,A Dog's Breakfast ,David Hewlett,7.0
2409,Mean Girls ,Mark Waters,7.0
4007,Trollhunter ,André Øvredal,7.0
320,In the Heart of the Sea ,Ron Howard,7.0
3763,UHF ,Jay Levey,7.0
3619,Little Voice ,Mark Herman,7.0
4938,Antarctic Edge: 70° South ,Dena Seidel,7.0
3764,Grandma's Boy ,Nicholaus Goossen,7.0
739,Jack Reacher ,Christopher McQuarrie,7.0
3189,I Am Love ,Luca Guadagnino,7.0
2792,Tea with Mussolini ,Franco Zeffirelli,6.9
390,Conan the Barbarian ,John Milius,6.9
334,The Road to El Dorado ,Bibo Bergeron,6.9
4676,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Matt Maiellaro,6.9
322,Green Zone ,Paul Greengrass,6.9
380,Now You See Me 2 ,Jon M. Chu,6.9
2738,Buffalo Soldiers ,Gregor Jordan,6.9
4660,Crying with Laughter ,Justin Molotnikov,6.9
2690,Whip It ,Drew Barrymore,6.9
3449,Alias Betty ,Claude Miller,6.9
2769,Cool Runnings ,Jon Turteltaub,6.9
3981,Unknown ,Jaume Collet-Serra,6.9
1345,Water for Elephants ,Francis Lawrence,6.9
2709,The Importance of Being Earnest ,Oliver Parker,6.9
2764,Pretty Woman ,Garry Marshall,6.9
3446,The Work and the Glory ,Russell Holt,6.9
3980,The History Boys ,Nicholas Hytner,6.9
2763,Fatal Attraction ,Adrian Lyne,6.9
3979,The Good Heart ,Dagur Kári,6.9
1321,The Hunting Party ,Richard Shepard,6.9
2105,The Island ,Michael Bay,6.9
1179,A Knight's Tale ,Brian Helgeland,6.9
1082,Patriot Games ,Phillip Noyce,6.9
3758,Saved! ,Brian Dannelly,6.9
3770,Sea Rex 3D: Journey to a Prehistoric World ,Ronan Chapalain,6.9
131,Bolt ,Byron Howard,6.9
141,Mission: Impossible III ,J.J. Abrams,6.9
2104,Jay and Silent Bob Strike Back ,Kevin Smith,6.9
929,Robin Hood: Prince of Thieves ,Kevin Reynolds,6.9
2450,Labor Day ,Jason Reitman,6.9
146,Mr. Peabody & Sherman ,Rob Minkoff,6.9
148,Madagascar 3: Europe's Most Wanted ,Eric Darnell,6.9
4903,The Business of Fancydancing ,Sherman Alexie,6.9
1041,Chappie ,Neill Blomkamp,6.9
3596,Duel in the Sun ,King Vidor,6.9
2392,The Mask ,Chuck Russell,6.9
73,Suicide Squad ,David Ayer,6.9
2166,Disturbia ,D.J. Caruso,6.9
3749,Sunshine Cleaning ,Christine Jeffs,6.9
64,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Andrew Adamson,6.9
2334,Steamboy ,Katsuhiro Ôtomo,6.9
2193,Conan the Barbarian ,John Milius,6.9
3663,Sunshine State ,John Sayles,6.9
5005,Mutual Appreciation ,Andrew Bujalski,6.9
2324,Bon voyage ,Jean-Paul Rappeneau,6.9
2321,The Brothers Bloom ,Rian Johnson,6.9
5018,Flywheel ,Alex Kendrick,6.9
2218,The Debt ,John Madden,6.9
5026,Clean ,Olivier Assayas,6.9
3700,Lights Out ,David F. Sandberg,6.9
5035,El Mariachi ,Robert Rodriguez,6.9
10,Batman v Superman: Dawn of Justice ,Zack Snyder,6.9
2077,Bodyguards and Assassins ,Teddy Chan,6.9
3591,The Wood ,Rick Famuyiwa,6.9
171,Captain America: The First Avenger ,Joe Johnston,6.9
2604,Top Gun ,Tony Scott,6.9
1939,Kingpin ,Bobby Farrelly,6.9
1319,Disturbia ,D.J. Caruso,6.9
1945,He Got Game ,Spike Lee,6.9
300,National Treasure ,Jon Turteltaub,6.9
297,The Hunchback of Notre Dame ,Gary Trousdale,6.9
2636,Cop Land ,James Mangold,6.9
3489,The Devil's Rejects ,Rob Zombie,6.9
280,The Island ,Michael Bay,6.9
3938,Joe ,David Gordon Green,6.9
1975,The 33 ,Patricia Riggen,6.9
3930,Mirrormask ,Dave McKean,6.9
3499,Beyond the Lights ,Gina Prince-Bythewood,6.9
4771,The King of Najayo ,Fernando Baez Mella,6.9
4791,Napoleon Dynamite ,Jared Hess,6.9
4802,The Beyond ,Lucio Fulci,6.9
4878,Jesus People ,Jason Naumann,6.9
4806,My Beautiful Laundrette ,Stephen Frears,6.9
3534,Wah-Wah ,Richard E. Grant,6.9
4823,My Dog Tulip ,Paul Fierlinger,6.9
1269,Extremely Loud & Incredibly Close ,Stephen Daldry,6.9
4829,When the Cat's Away ,Cédric Klapisch,6.9
2029,Return to Me ,Bonnie Hunt,6.9
3569,The East ,Zal Batmanglij,6.9
4853,Lovely & Amazing ,Nicole Holofcener,6.9
1245,Jersey Boys ,Clint Eastwood,6.9
2525,Veronica Guerin ,Joel Schumacher,6.9
3435,Soul Food ,George Tillman Jr.,6.9
4870,On the Outs ,Lori Silverbush,6.9
1232,Unknown ,Jaume Collet-Serra,6.9
4872,Exam ,Stuart Hazeldine,6.9
1867,Mrs. Doubtfire ,Chris Columbus,6.9
2248,Simon Birch ,Mark Steven Johnson,6.9
1584,Get Shorty ,Barry Sonnenfeld,6.9
3350,Yeh Jawaani Hai Deewani ,Ayan Mukerji,6.9
1665,Gridiron Gang ,Phil Joanou,6.9
4575,All the Real Girls ,David Gordon Green,6.9
4414,Repo Man ,Alex Cox,6.9
798,The Last Castle ,Rod Lurie,6.9
3116,The Last Dragon ,Michael Schultz,6.9
3391,Shadow of the Vampire ,E. Elias Merhige,6.9
1500,Radio Flyer ,Richard Donner,6.9
594,Vanilla Sky ,Cameron Crowe,6.9
660,Step Brothers ,Adam McKay,6.9
1621,Four Brothers ,John Singleton,6.9
1579,Hearts in Atlantis ,Scott Hicks,6.9
3226,World's Greatest Dad ,Bobcat Goldthwait,6.9
4227,8 Days ,Jaco Booyens,6.9
1814,Anonymous ,Roland Emmerich,6.9
1383,Breakdown ,Jonathan Mostow,6.9
430,Creepshow ,George A. Romero,6.9
1673,Get on Up ,Tate Taylor,6.9
522,Independence Day ,Roland Emmerich,6.9
1817,The Duchess ,Saul Dibb,6.9
4573,History of the World: Part I ,Mel Brooks,6.9
1425,Radio ,Michael Tollin,6.9
4287,The Diary of a Teenage Girl ,Marielle Heller,6.9
4421,Snow Angels ,David Gordon Green,6.9
3041,History of the World: Part I ,Mel Brooks,6.9
463,The Book of Eli ,Albert Hughes,6.9
1778,Rob Roy ,Michael Caton-Jones,6.9
4521,Faith Like Potatoes ,Regardt van den Bergh,6.9
1780,We Own the Night ,James Gray,6.9
576,The Majestic ,Frank Darabont,6.9
3092,Stripes ,Ivan Reitman,6.9
3039,Cruel Intentions ,Roger Kumble,6.9
1657,Little Shop of Horrors ,Frank Oz,6.9
3250,Of Horses and Men ,Benedikt Erlingsson,6.9
3370,Creepshow ,George A. Romero,6.9
4109,Freeway ,Matthew Bright,6.9
3247,Fifty Dead Men Walking ,Kari Skogland,6.9
1614,Warm Bodies ,Jonathan Levine,6.9
3106,Bill & Ted's Excellent Adventure ,Stephen Herek,6.9
2897,The Emperor's Club ,Michael Hoffman,6.9
3262,You Only Live Twice ,Lewis Gilbert,6.9
4099,Basquiat ,Julian Schnabel,6.9
1498,A Good Year ,Ridley Scott,6.9
3346,All Is Lost ,J.C. Chandor,6.9
524,Madagascar ,Eric Darnell,6.9
490,The Edge ,Lee Tamahori,6.9
3206,The Iceman ,Ariel Vromen,6.9
411,Ocean's Thirteen ,Steven Soderbergh,6.9
3276,Jab Tak Hai Jaan ,Yash Chopra,6.9
408,The Holiday ,Nancy Meyers,6.9
4073,Slow West ,John Maclean,6.9
2924,Ace Ventura: Pet Detective ,Tom Shadyac,6.9
4165,Donovan's Reef ,John Ford,6.9
3417,Wild Target ,Jonathan Lynn,6.9
881,Elizabeth: The Golden Age ,Shekhar Kapur,6.9
2814,Reign of Assassins ,Chao-Bin Su,6.9
4456,House at the End of the Drive ,David Worth,6.9
689,Oliver Twist ,Roman Polanski,6.9
1755,Role Models ,David Wain,6.9
1540,Elf ,Jon Favreau,6.9
4085,Woman Thou Art Loosed ,Michael Schultz,6.9
3428,Imagine Me & You ,Ol Parker,6.9
4251,It Follows ,David Robert Mitchell,6.9
699,Clear and Present Danger ,Phillip Noyce,6.9
3333,The Rose ,Mark Rydell,6.9
2795,Crooklyn ,Spike Lee,6.9
4598,The Last Big Thing ,Dan Zukovic,6.9
1406,Horrible Bosses ,Seth Gordon,6.9
2954,The Upside of Anger ,Mike Binder,6.9
529,Ice Age: The Meltdown ,Carlos Saldanha,6.9
4603,Special ,Hal Haberman,6.9
1744,Mumford ,Lawrence Kasdan,6.9
4559,Martha Marcy May Marlene ,Sean Durkin,6.9
3076,An Ideal Husband ,Oliver Parker,6.9
1568,Cradle Will Rock ,Tim Robbins,6.9
3014,Triangle ,Christopher Smith,6.9
4089,East Is East ,Damien O'Donnell,6.9
3066,The Molly Maguires ,Martin Ritt,6.9
1567,Cats Don't Dance ,Mark Dindal,6.9
4183,That Thing You Do! ,Tom Hanks,6.9
1557,Dreamer: Inspired by a True Story ,John Gatins,6.9
1377,Dolphin Tale ,Charles Martin Smith,6.9
4386,Yes ,Sally Potter,6.9
3405,When Did You Last See Your Father? ,Anand Tucker,6.9
1766,Serendipity ,Peter Chelsom,6.9
3051,Quartet ,Dustin Hoffman,6.8
2427,Young Sherlock Holmes ,Barry Levinson,6.8
3284,Set It Off ,F. Gary Gray,6.8
3609,Bernie ,Richard Linklater,6.8
750,Hellboy ,Guillermo del Toro,6.8
4413,Insidious ,James Wan,6.8
4910,Solitude ,Livingston Oden,6.8
3430,Swimming Pool ,François Ozon,6.8
1658,Hanna ,Joe Wright,6.8
1058,The Thomas Crown Affair ,John McTiernan,6.8
1450,The Nativity Story ,Catherine Hardwicke,6.8
2052,Bad Boys ,Michael Bay,6.8
2053,The Naked Gun 2½: The Smell of Fear ,David Zucker,6.8
2514,55 Days at Peking ,Nicholas Ray,6.8
765,The Boxtrolls ,Graham Annable,6.8
3008,Cypher ,Vincenzo Natali,6.8
1022,Fair Game ,Doug Liman,6.8
2499,TRON: Legacy ,Joseph Kosinski,6.8
178,The BFG ,Steven Spielberg,6.8
176,The Incredible Hulk ,Louis Leterrier,6.8
3827,Driving Lessons ,Jeremy Brock,6.8
3824,Tristram Shandy: A Cock and Bull Story ,Michael Winterbottom,6.8
4440,Fetching Cody ,David Ray,6.8
2075,Rogue             ,,6.8
4439,Wal-Mart: The High Cost of Low Price ,Robert Greenwald,6.8
2078,1408 ,Mikael Håfström,6.8
3814,Capricorn One ,Peter Hyams,6.8
4438,Housebound ,Gerard Johnstone,6.8
1672,Bulworth ,Warren Beatty,6.8
1043,Panic Room ,David Fincher,6.8
3605,Sliding Doors ,Peter Howitt,6.8
4902,3 ,Tom Tykwer,6.8
3032,If I Stay ,R.J. Cutler,6.8
4403,Bloodsport ,Newt Arnold,6.8
4360,El crimen del padre Amaro ,Carlos Carrera,6.8
3780,Light Sleeper ,Paul Schrader,6.8
1506,Ride with the Devil ,Ang Lee,6.8
40,TRON: Legacy ,Joseph Kosinski,6.8
3135,A Prairie Home Companion ,Robert Altman,6.8
1151,The Firm ,Sydney Pollack,6.8
3222,The Chambermaid on the Titanic ,Bigas Luna,6.8
1511,The Maze Runner ,Wes Ball,6.8
1101,The Hitchhiker's Guide to the Galaxy ,Garth Jennings,6.8
1562,Bringing Out the Dead ,Martin Scorsese,6.8
1145,Underworld: Evolution ,Len Wiseman,6.8
34,X-Men: The Last Stand ,Brett Ratner,6.8
3156,The Matador ,Richard Shepard,6.8
1144,Heaven's Gate ,Michael Cimino,6.8
2293,Death Sentence ,James Wan,6.8
4268,Thirteen ,Catherine Hardwicke,6.8
2291,Everyone Says I Love You ,Woody Allen,6.8
3166,Body Double ,Brian De Palma,6.8
2225,Street Kings ,David Ayer,6.8
3707,The Robe ,Henry Koster,6.8
1545,Bridesmaids ,Paul Feig,6.8
1120,The Pledge ,Sean Penn,6.8
19,Men in Black 3 ,Barry Sonnenfeld,6.8
2232,Quigley Down Under ,Simon Wincer,6.8
3203,Spider ,David Cronenberg,6.8
2237,To Die For ,Gus Van Sant,6.8
2239,Appaloosa ,Ed Harris,6.8
703,The American President ,Rob Reiner,6.8
1533,Goal! The Dream Begins ,Danny Cannon,6.8
2,Spectre ,Sam Mendes,6.8
4291,Inside Deep Throat ,Fenton Bailey,6.8
2190,Max ,Boaz Yakin,6.8
2420,The Fog ,John Carpenter,6.8
55,The Good Dinosaur ,Peter Sohn,6.8
3773,Bottle Shock ,Randall Miller,6.8
2126,Out of the Furnace ,Scott Cooper,6.8
1070,Liar Liar ,Tom Shadyac,6.8
4208,Super ,James Gunn,6.8
3068,Copying Beethoven ,Agnieszka Holland,6.8
2140,The Transporter ,Louis Leterrier,6.8
4384,My Summer of Love ,Pawel Pawlikowski,6.8
4212,Get on the Bus ,Spike Lee,6.8
1486,The Shipping News ,Lasse Hallström,6.8
1617,Babe ,Chris Noonan,6.8
2151,eXistenZ ,David Cronenberg,6.8
734,Any Given Sunday ,Oliver Stone,6.8
4867,The Motel ,Michael Kang,6.8
3258,Adventureland ,Greg Mottola,6.8
4964,Cheap Thrills ,E.L. Katz,6.8
3750,No Escape ,John Erick Dowdle,6.8
632,The Score ,Frank Oz,6.8
4969,The Night Visitor ,Laslo Benedek,6.8
640,The Finest Hours ,Craig Gillespie,6.8
1596,The Addams Family ,Barry Sonnenfeld,6.8
4220,"Dancer, Texas Pop. 81 ",Tim McCanlies,6.8
4981,Tiger Orange ,Wade Gasque,6.8
61,A Christmas Carol ,Robert Zemeckis,6.8
1590,The Vow ,Michael Sucsy,6.8
2358,Sea of Love ,Harold Becker,6.8
1096,From Hell ,Albert Hughes,6.8
4315,Eden Lake ,James Watkins,6.8
1449,From Hell ,Albert Hughes,6.8
2998,Ondine ,Neil Jordan,6.8
4252,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Woody Allen,6.8
2610,The Yellow Handkerchief ,Udayan Prasad,6.8
4558,The Skeleton Twins ,Craig Johnson,6.8
4555,October Baby ,Andrew Erwin,6.8
1765,For Your Eyes Only ,John Glen,6.8
1408,The Devil Wears Prada ,David Frankel,6.8
1326,A Monster in Paris ,Bibo Bergeron,6.8
1412,21 ,Robert Luketic,6.8
272,Ali ,Michael Mann,6.8
2929,Beavis and Butt-Head Do America ,Mike Judge,6.8
4533,Tom Jones ,Tony Richardson,6.8
3972,Major Dundee ,Sam Peckinpah,6.8
4776,Born to Fly: Elizabeth Streb vs. Gravity ,Catherine Gund,6.8
3488,Flirting with Disaster ,David O. Russell,6.8
4591,A Lego Brickumentary ,Kief Davidson,6.8
4595,The Perfect Host ,Nick Tomnay,6.8
354,Unstoppable ,Tony Scott,6.8
4785,Mutual Friends ,Matthew Watts,6.8
4532,The Fog ,John Carpenter,6.8
1823,Martian Child ,Menno Meyjes,6.8
2848,The Shallows ,Jaume Collet-Serra,6.8
4608,Heli ,Amat Escalante,6.8
2001,Cirque du Soleil: Worlds Away ,Andrew Adamson,6.8
2003,Me and Orson Welles ,Richard Linklater,6.8
1970,Draft Day ,Ivan Reitman,6.8
328,Surf's Up ,Ash Brannon,6.8
3977,Defendor ,Peter Stebbings,6.8
4736,Sholem Aleichem: Laughing in the Darkness ,Joseph Dorman,6.8
1391,Snow Falling on Cedars ,Scott Hicks,6.8
2892,Operation Chromite ,John H. Lee,6.8
2683,A Most Wanted Man ,Anton Corbijn,6.8
3375,On Her Majesty's Secret Service ,Peter R. Hunt,6.8
1801,Rendition ,Gavin Hood,6.8
3472,Live and Let Die ,Guy Hamilton,6.8
4059,Sinister ,Scott Derrickson,6.8
1946,Don Juan DeMarco ,Jeremy Leven,6.8
2877,Resurrecting the Champ ,Rod Lurie,6.8
302,Where the Wild Things Are ,Spike Jonze,6.8
460,Con Air ,Simon West,6.8
941,Yes Man ,Peyton Reed,6.8
4564,Walking and Talking ,Nicole Holofcener,6.8
4068,Family Plot ,Alfred Hitchcock,6.8
1310,Pandorum ,Christian Alvart,6.8
442,Over the Hedge ,Tim Johnson,6.8
3482,Logan's Run ,Michael Anderson,6.8
2643,Where the Heart Is ,Matt Williams,6.8
3483,The Man with the Golden Gun ,Guy Hamilton,6.8
1241,The Lake House ,Alejandro Agresti,6.8
4560,Obvious Child ,Gillian Robespierre,6.8
1963,The Girl Next Door ,Luke Greenfield,6.8
2842,Young Guns ,Christopher Cain,6.8
3511,Redbelt ,David Mamet,6.8
2736,Things to Do in Denver When You're Dead ,Gary Fleder,6.8
1708,The Imaginarium of Doctor Parnassus ,Terry Gilliam,6.8
519,The Secret Life of Pets ,Yarrow Cheney,6.8
3406,Prefontaine ,Steve James,6.8
2757,Romeo + Juliet ,Baz Luhrmann,6.8
1726,Machine Gun Preacher ,Marc Forster,6.8
869,The Ghost and the Darkness ,Stephen Hopkins,6.8
780,Trouble with the Curve ,Robert Lorenz,6.8
4006,La otra conquista ,Salvador Carrasco,6.8
385,Bicentennial Man ,Chris Columbus,6.8
3557,La Bamba ,Luis Valdez,6.8
2821,Clueless ,Amy Heckerling,6.8
3570,A Home at the End of the World ,Michael Mayer,6.8
4151,High Tension ,Alexandre Aja,6.8
2811,Mr. Turner ,Mike Leigh,6.8
405,Safe House ,Daniel Espinosa,6.8
3415,Fido ,Andrew Currie,6.8
530,50 First Dates ,Peter Segal,6.8
3996,The Witch ,Robert Eggers,6.8
2938,One Hour Photo ,Mark Romanek,6.8
2840,Miracles from Heaven ,Patricia Riggen,6.8
1861,The Curse of the Jade Scorpion ,Woody Allen,6.8
4515,Waiting... ,Rob McKittrick,6.8
2531,My Girl ,Howard Zieff,6.8
2994,Stoker ,Chan-wook Park,6.8
368,Atlantis: The Lost Empire ,Gary Trousdale,6.8
3899,Trapeze ,Carol Reed,6.8
2578,Detroit Rock City ,Adam Rifkin,6.8
3857,Spun ,Jonas Åkerlund,6.8
898,Superman II ,Richard Lester,6.8
1900,The Grey ,Joe Carnahan,6.8
4672,Saints and Soldiers ,Ryan Little,6.8
5028,Tin Can Man ,Ivan Kavanagh,6.7
3662,Bend It Like Beckham ,Gurinder Chadha,6.7
3436,Rumble in the Bronx ,Stanley Tong,6.7
2809,Easy Virtue ,Stephan Elliott,6.7
3181,Bad Words ,Jason Bateman,6.7
2257,Fired Up             ,,6.7
2779,White Fang ,Randal Kleiser,6.7
4985,The Dirties ,Matt Johnson,6.7
3111,Commando ,Mark L. Lester,6.7
2806,Catch a Fire ,Phillip Noyce,6.7
4577,Blue Car ,Karen Moncrieff,6.7
4651,Elza ,Mariette Monpierre,6.7
4654,Celeste & Jesse Forever ,Lee Toland Krieger,6.7
4032,The Dead Girl ,Karen Moncrieff,6.7
2692,Confidence ,James Foley,6.7
2347,Shattered ,Mike Barker,6.7
2300,Inherent Vice ,Paul Thomas Anderson,6.7
4023,High Anxiety ,Mel Brooks,6.7
3142,Kit Kittredge: An American Girl ,Patricia Rozema,6.7
2672,Tuck Everlasting ,Jay Russell,6.7
3214,My Blueberry Nights ,Kar-Wai Wong,6.7
2728,Transsiberian ,Brad Anderson,6.7
5009,Pink Narcissus ,James Bidgood,6.7
3210,Killer Joe ,William Friedkin,6.7
4244,Sharkskin ,Dan Perri,6.7
3453,Albert Nobbs ,Rodrigo García,6.7
4610,Loving Annabelle ,Katherine Brooks,6.7
3678,Mambo Italiano ,Émile Gaudreault,6.7
3465,Diamonds Are Forever ,Guy Hamilton,6.7
2706,A Mighty Heart ,Michael Winterbottom,6.7
4584,The Lovely Bones ,Peter Jackson,6.7
3172,Seeking a Friend for the End of the World ,Lorene Scafaria,6.7
3963,The Loved Ones ,Sean Byrne,6.7
2332,The Oogieloves in the Big Balloon Adventure ,Matthew Diamond,6.7
3725,Mommie Dearest ,Frank Perry,6.7
2868,Serial Mom ,John Waters,6.7
4298,Six-String Samurai ,Lance Mungia,6.7
3119,Nick and Norah's Infinite Playlist ,Peter Sollett,6.7
2280,Ghost Town ,David Koepp,6.7
3380,Half Baked ,Tamra Davis,6.7
4864,Like Crazy ,Drake Doremus,6.7
2891,The Call ,Brad Anderson,6.7
3353,Repo! The Genetic Opera ,Darren Lynn Bousman,6.7
3890,The Greatest Show on Earth ,Cecil B. DeMille,6.7
2562,Bad Moms ,Jon Lucas,6.7
4187,Kevin Hart: Let Me Explain ,Leslie Small,6.7
3809,Henry & Me ,Barrett Esposito,6.7
2471,Renaissance ,Christian Volckman,6.7
4123,Just Looking ,Jason Alexander,6.7
4435,Trucker ,James Mottern,6.7
4819,Revolution             ,,6.7
4434,Pontypool ,Bruce McDonald,6.7
3299,The Way of the Gun ,Christopher McQuarrie,6.7
4425,Mooz-Lum ,Qasim Basir,6.7
2583,The White Countess ,James Ivory,6.7
2459,Unforgettable             ,,6.7
4194,Brick Lane ,Sarah Gavron,6.7
2456,Midnight Special ,Jeff Nichols,6.7
3815,Should've Been Romeo ,Marc Bennett,6.7
4827,Tumbleweeds ,Gavin O'Connor,6.7
4893,"The Beast from 20,000 Fathoms ",Eugène Lourié,6.7
3869,Silent Movie ,Mel Brooks,6.7
3841,Police Academy ,Hugh Wilson,6.7
3336,Shipwrecked ,Nils Gaup,6.7
2794,"New York, New York ",Martin Scorsese,6.7
2513,Brooklyn's Finest ,Antoine Fuqua,6.7
4858,American Desi ,Piyush Dinker Pandya,6.7
4450,The Holy Girl ,Lucrecia Martel,6.7
3010,Home ,Tim Johnson,6.7
2960,Tales from the Crypt: Demon Knight ,Ernest R. Dickerson,6.7
2496,Smokin' Aces ,Joe Carnahan,6.7
2495,The Best Man Holiday ,Malcolm D. Lee,6.7
2967,Rachel Getting Married ,Jonathan Demme,6.7
3875,Easy Money ,Daniel Espinosa,6.7
3826,Lady in White ,Frank LaLoggia,6.7
4832,Old Joy ,Kelly Reichardt,6.7
3532,Hard to Be a God ,Aleksey German,6.7
2936,Project X ,Nima Nourizadeh,6.7
3231,Blood Done Sign My Name ,Jeb Stuart,6.7
4417,The Ballad of Jack and Rose ,Rebecca Miller,6.7
4944,Sound of My Voice ,Zal Batmanglij,6.7
4947,Your Sister's Sister ,Lynn Shelton,6.7
2410,Under the Tuscan Sun ,Audrey Wells,6.7
4752,Home ,Tim Johnson,6.7
2911,Machete ,Ethan Maniquis,6.7
4376,May ,Lucky McKee,6.7
2908,Oscar and Lucinda ,Gillian Armstrong,6.7
4955,Facing the Giants ,Alex Kendrick,6.7
3259,The Lost City ,Andy Garcia,6.7
2657,When the Game Stands Tall ,Thomas Carter,6.7
2379,The Fall of the Roman Empire ,Anthony Mann,6.7
3633,Morvern Callar ,Lynne Ramsay,6.7
2665,Ramona and Beezus ,Elizabeth Allen Rosenbaum,6.7
3637,The Greatest ,Shana Feste,6.7
3244,Eulogy ,Michael Clancy,6.7
3625,Only the Strong ,Sheldon Lettich,6.7
4556,Next Stop Wonderland ,Brad Anderson,6.7
3621,Wish I Was Here ,Zach Braff,6.7
2431,Center Stage ,Nicholas Hytner,6.7
3529,The Heart of Me ,Thaddeus O'Sullivan,6.7
2591,Zulu ,Jérôme Salle,6.7
4529,Silent Running ,Douglas Trumbull,6.7
2447,Dragonslayer ,Matthew Robbins,6.7
3285,The Best Man ,Malcolm D. Lee,6.7
3907,Scoop ,Woody Allen,6.7
2430,Small Time Crooks ,Woody Allen,6.7
3269,Heavy Metal ,Gerald Potterton,6.7
4918,Theresa Is a Mother ,C. Fraser Press,6.7
3918,The Rules of Attraction ,Roger Avary,6.7
4407,Kissing Jessica Stein ,Charles Herman-Wurmfeld,6.7
